,cfc,state,county,0-17,18-25,26-34,35-44,45-54,55-64,65+,age_unknown,no_aptc,yes_aptc,no_csr,yes_csr,american_alaska_native,asian,black,latino,hawaiian_native_pacific_islander,multiracial,white,ethnicity_unknown,fpl_<_100,fpl_<_151,fpl_<_201,fpl_<_251,fpl_<_301,fpl_<_401,fpl_>_400,fpl_unknown,platinum,gold,silver,bronze,catastrophic,new,active_renew,auto_renew,tps,Year
1062,28079,MS,Leake County,0.0231,0.1386,0.1287,0.1865,0.2162,0.3053,0.0,0.0,0.1023,0.8977,0.2393,0.7607,0.0,0.0182,0.2261,0.0,0.0,0.0,0.2805,0.4686,0.033,0.5677,0.2261,0.066,0.038,0.0,0.0,0.0363,0.0,0.03,0.83,0.13,0.0,0.4307,0.3416,0.2277,606.0,2016
1063,28081,MS,Lee County,0.0372,0.1518,0.1813,0.1936,0.1816,0.2479,0.0066,0.0,0.0821,0.9179,0.2692,0.7308,0.0,0.0418,0.1844,0.0097,0.0,0.0,0.2754,0.4853,0.0279,0.567,0.1898,0.0953,0.048,0.0314,0.0124,0.0283,0.0,0.02,0.82,0.15,0.01,0.5697,0.249,0.1813,2582.0,2016
1064,28083,MS,Leflore County,0.0321,0.1263,0.121,0.1734,0.2077,0.3255,0.0139,0.0,0.0964,0.9036,0.2966,0.7034,0.0,0.0343,0.2698,0.0,0.0,0.0,0.0824,0.6081,0.0428,0.6188,0.1606,0.0675,0.0,0.0428,0.0,0.0353,0.0,0.02,0.79,0.16,0.03,0.4572,0.2398,0.303,934.0,2016
1065,28085,MS,Lincoln County,0.0243,0.1316,0.1534,0.1559,0.2255,0.3009,0.0,0.0,0.1241,0.8759,0.2515,0.7485,0.0,0.0109,0.2448,0.0,0.0,0.0,0.2666,0.4736,0.0486,0.5759,0.1668,0.0956,0.0369,0.026,0.0101,0.0402,0.0,0.02,0.85,0.11,0.02,0.4451,0.3244,0.2305,1193.0,2016
1066,28087,MS,Lowndes County,0.0314,0.1551,0.1642,0.1642,0.2119,0.2686,0.0,0.0,0.0933,0.9067,0.2159,0.7841,0.0,0.0218,0.3512,0.0,0.0,0.0,0.2119,0.408,0.0405,0.5783,0.2038,0.0745,0.0426,0.0213,0.0056,0.0335,0.0,0.02,0.86,0.12,0.0,0.5028,0.2661,0.2311,1973.0,2016
1067,28089,MS,Madison County,0.0644,0.1574,0.1858,0.1788,0.1985,0.2078,0.0073,0.0,0.1156,0.8844,0.336,0.664,0.0,0.0624,0.2985,0.0141,0.0,0.0,0.1883,0.4344,0.0327,0.5529,0.186,0.0916,0.0491,0.0416,0.0101,0.0361,0.02,0.03,0.76,0.17,0.02,0.3671,0.3124,0.3205,5173.0,2016
1068,28091,MS,Marion County,0.0305,0.1192,0.1354,0.1745,0.245,0.2917,0.0,0.0,0.0906,0.9094,0.1754,0.8246,0.0,0.0172,0.2374,0.0,0.0,0.0,0.2622,0.4814,0.0315,0.6349,0.1592,0.0782,0.0305,0.0,0.0,0.0296,0.0,0.03,0.91,0.05,0.01,0.4461,0.3289,0.225,1049.0,2016
1069,28093,MS,Marshall County,0.0287,0.1332,0.1372,0.1626,0.2338,0.2998,0.0,0.0,0.0967,0.9033,0.2769,0.7231,0.0,0.0,0.2848,0.0235,0.0,0.0,0.2155,0.467,0.0405,0.5356,0.2025,0.1045,0.0425,0.0,0.0,0.0,0.0,0.04,0.81,0.14,0.02,0.5095,0.2645,0.226,1531.0,2016
1070,28095,MS,Monroe County,0.0247,0.1309,0.1619,0.1742,0.2103,0.2928,0.0,0.0,0.0825,0.9175,0.2402,0.7598,0.0,0.0,0.2,0.0,0.0,0.0,0.3021,0.4866,0.0392,0.6082,0.1938,0.0464,0.0381,0.0,0.0,0.0,0.0,0.04,0.83,0.13,0.0,0.5495,0.2144,0.2361,970.0,2016
1071,28097,MS,Montgomery County,0.0425,0.1416,0.1048,0.1331,0.255,0.3173,0.0,0.0,0.0538,0.9462,0.2323,0.7677,0.0,0.0,0.2861,0.0,0.0,0.0,0.2946,0.3824,0.0,0.5751,0.2096,0.1048,0.0,0.0397,0.0,0.0,0.0,0.0,0.82,0.15,0.0,0.4561,0.2663,0.2776,353.0,2016
1072,28099,MS,Neshoba County,0.0321,0.1386,0.1305,0.1446,0.257,0.2871,0.0,0.0,0.1024,0.8976,0.2369,0.7631,0.0,0.0442,0.1506,0.0,0.0,0.0,0.3775,0.4036,0.0402,0.512,0.2229,0.1064,0.0522,0.0,0.0,0.0361,0.0,0.04,0.85,0.1,0.0,0.496,0.2671,0.2369,498.0,2016
1073,28101,MS,Newton County,0.0,0.1211,0.1401,0.1903,0.2318,0.2976,0.0,0.0,0.0917,0.9083,0.2215,0.7785,0.0,0.0,0.199,0.0208,0.0,0.0,0.2595,0.5069,0.0294,0.5917,0.1747,0.0969,0.0346,0.0,0.0,0.045,0.0,0.03,0.87,0.1,0.0,0.4464,0.2664,0.2872,578.0,2016
1074,28103,MS,Noxubee County,0.0,0.1825,0.1119,0.1411,0.2263,0.3163,0.0,0.0,0.0754,0.9246,0.1922,0.8078,0.0,0.0,0.4866,0.0,0.0,0.0,0.0462,0.4672,0.0438,0.6302,0.1825,0.0754,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.14,0.0,0.5572,0.2287,0.2141,411.0,2016
1075,28105,MS,Oktibbeha County,0.0319,0.1933,0.2844,0.1331,0.1495,0.2033,0.0,0.0,0.1613,0.8387,0.2908,0.7092,0.0,0.0419,0.2881,0.01,0.0,0.0,0.2343,0.4193,0.072,0.5369,0.1942,0.0711,0.0474,0.021,0.0119,0.0456,0.0,0.04,0.81,0.14,0.01,0.5269,0.2716,0.2015,1097.0,2016
1076,28107,MS,Panola County,0.0172,0.1424,0.1205,0.1663,0.2342,0.3098,0.0,0.0,0.0822,0.9178,0.2447,0.7553,0.0,0.0,0.2715,0.0,0.0,0.0,0.1912,0.5182,0.044,0.6157,0.174,0.0803,0.0315,0.0,0.0,0.0249,0.0,0.02,0.82,0.16,0.0,0.5717,0.2208,0.2075,1046.0,2016
1077,28109,MS,Pearl River County,0.0396,0.1025,0.1349,0.1611,0.2307,0.3284,0.0,0.0,0.0815,0.9185,0.2521,0.7479,0.0,0.0091,0.061,0.0157,0.0,0.0,0.4657,0.4423,0.0319,0.5095,0.2107,0.1068,0.0643,0.0377,0.0119,0.0272,0.0,0.04,0.84,0.11,0.01,0.419,0.3232,0.2579,2098.0,2016
1078,28111,MS,Perry County,0.0415,0.1,0.1122,0.1732,0.2341,0.3317,0.0,0.0,0.0756,0.9244,0.2561,0.7439,0.0,0.0,0.1659,0.0,0.0,0.0,0.3829,0.4268,0.0317,0.5732,0.1829,0.0707,0.0659,0.0439,0.0,0.0,0.0,0.05,0.84,0.11,0.0,0.4293,0.3,0.2707,410.0,2016
1079,28113,MS,Pike County,0.0334,0.1159,0.1192,0.1873,0.2266,0.3124,0.0,0.0,0.0878,0.9122,0.2384,0.7616,0.0,0.0157,0.3078,0.0,0.0,0.0,0.1781,0.4964,0.0419,0.6103,0.1827,0.0838,0.0321,0.0,0.0,0.0295,0.0,0.03,0.83,0.13,0.01,0.4754,0.3163,0.2083,1527.0,2016
1080,28115,MS,Pontotoc County,0.0419,0.1225,0.1752,0.1705,0.2124,0.2744,0.0,0.0,0.0775,0.9225,0.2636,0.7364,0.0,0.0,0.0837,0.0248,0.0,0.0,0.4465,0.4264,0.0248,0.5411,0.2403,0.0946,0.0341,0.0,0.0,0.0372,0.0,0.03,0.8,0.16,0.0,0.4915,0.276,0.2326,645.0,2016
1081,28117,MS,Prentiss County,0.0255,0.1375,0.1375,0.1749,0.2394,0.2801,0.0,0.0,0.0849,0.9151,0.2054,0.7946,0.0,0.0374,0.0832,0.0,0.0,0.0,0.4482,0.4312,0.0306,0.5348,0.2292,0.0883,0.0424,0.0,0.0,0.0424,0.0,0.04,0.86,0.1,0.0,0.4941,0.2699,0.236,589.0,2016
1082,28119,MS,Quitman County,0.0,0.0927,0.1411,0.1492,0.2339,0.371,0.0,0.0,0.1129,0.8871,0.3387,0.6613,0.0,0.0,0.4315,0.0,0.0,0.0,0.1129,0.4516,0.0,0.6048,0.1935,0.0645,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.22,0.0,0.5444,0.2782,0.1774,248.0,2016
1083,28121,MS,Rankin County,0.066,0.1329,0.1992,0.1832,0.1916,0.2218,0.0053,0.0,0.108,0.892,0.3099,0.6901,0.0,0.0496,0.1968,0.0182,0.0,0.0048,0.3594,0.3702,0.0332,0.5024,0.211,0.1045,0.0533,0.0431,0.0141,0.0385,0.02,0.04,0.79,0.14,0.01,0.3988,0.2899,0.3113,5667.0,2016
1084,28123,MS,Scott County,0.0267,0.148,0.1507,0.1587,0.2213,0.292,0.0,0.0,0.096,0.904,0.2827,0.7173,0.0,0.0227,0.2187,0.0173,0.0,0.0,0.264,0.476,0.0347,0.5453,0.24,0.0667,0.0,0.0,0.0,0.044,0.0,0.04,0.79,0.16,0.0,0.52,0.2173,0.2627,750.0,2016
1085,28127,MS,Simpson County,0.0347,0.1283,0.163,0.1598,0.2324,0.2787,0.0,0.0,0.0747,0.9253,0.245,0.755,0.0,0.0147,0.2681,0.0,0.0,0.0,0.3165,0.3933,0.0294,0.5836,0.1903,0.0778,0.0452,0.0358,0.0137,0.0242,0.0,0.03,0.84,0.11,0.01,0.5321,0.2629,0.205,951.0,2016
1086,28129,MS,Smith County,0.0371,0.141,0.1391,0.1818,0.2226,0.2746,0.0,0.0,0.0705,0.9295,0.2226,0.7774,0.0,0.0,0.2412,0.0,0.0,0.0,0.3933,0.3506,0.0223,0.5417,0.2597,0.0649,0.0519,0.0241,0.0,0.0353,0.0,0.02,0.85,0.13,0.0,0.4824,0.3154,0.2022,539.0,2016
1087,28131,MS,Stone County,0.0365,0.1142,0.105,0.1872,0.2237,0.3333,0.0,0.0,0.0776,0.9224,0.2237,0.7763,0.0,0.0,0.1393,0.0,0.0,0.0,0.4475,0.3973,0.032,0.5388,0.1918,0.1187,0.0525,0.0388,0.0,0.0,0.0,0.0,0.85,0.13,0.0,0.4863,0.3174,0.1963,438.0,2016
1088,28133,MS,Sunflower County,0.0257,0.1283,0.1416,0.1646,0.2248,0.3062,0.0,0.0,0.0779,0.9221,0.2372,0.7628,0.0,0.0319,0.369,0.0,0.0,0.0,0.0681,0.5204,0.0283,0.646,0.1779,0.069,0.0274,0.0,0.0,0.0336,0.0,0.02,0.82,0.14,0.02,0.5142,0.2204,0.2655,1130.0,2016
1089,28135,MS,Tallahatchie County,0.0,0.1538,0.0949,0.1487,0.2667,0.3077,0.0,0.0,0.0974,0.9026,0.2615,0.7385,0.0,0.0,0.3385,0.0,0.0,0.0,0.2026,0.4462,0.0359,0.5769,0.2077,0.1077,0.0282,0.0,0.0,0.0,0.0,0.0,0.83,0.13,0.0,0.4769,0.2487,0.2744,390.0,2016
1090,28137,MS,Tate County,0.0324,0.1367,0.1628,0.1785,0.1973,0.2912,0.0,0.0,0.1065,0.8935,0.2787,0.7213,0.0,0.0,0.2171,0.0136,0.0,0.0,0.3069,0.4509,0.0,0.5282,0.2098,0.0783,0.0605,0.0386,0.0,0.0407,0.0,0.03,0.83,0.13,0.01,0.5084,0.2547,0.237,958.0,2016
1091,28139,MS,Tippah County,0.0542,0.1731,0.1608,0.1521,0.208,0.2448,0.0,0.0,0.0612,0.9388,0.2045,0.7955,0.0,0.0,0.1101,0.0227,0.0,0.0,0.4161,0.4318,0.0332,0.6084,0.1591,0.1066,0.0472,0.0315,0.0,0.0,0.0,0.0,0.88,0.09,0.0,0.5332,0.2552,0.2115,572.0,2016
1092,28141,MS,Tishomingo County,0.0333,0.113,0.1333,0.1556,0.2296,0.3333,0.0,0.0,0.0648,0.9352,0.1889,0.8111,0.0,0.0,0.0,0.0,0.0,0.0,0.5259,0.4444,0.0,0.5593,0.1926,0.1167,0.0333,0.0463,0.0,0.0278,0.0,0.02,0.9,0.08,0.0,0.3778,0.4093,0.213,540.0,2016
1093,28143,MS,Tunica County,0.0297,0.1142,0.1735,0.1918,0.2192,0.2671,0.0,0.0,0.1279,0.8721,0.3242,0.6758,0.0,0.0,0.3425,0.0,0.0,0.0,0.1027,0.516,0.0457,0.6507,0.1461,0.0616,0.0,0.0274,0.0,0.0388,0.0,0.04,0.75,0.2,0.0,0.5479,0.2032,0.2489,438.0,2016
1094,28145,MS,Union County,0.0398,0.1178,0.1449,0.1783,0.215,0.3025,0.0,0.0,0.0653,0.9347,0.2325,0.7675,0.0,0.0,0.1576,0.0239,0.0,0.0,0.4236,0.3726,0.0398,0.5398,0.2054,0.1194,0.0334,0.0,0.0,0.0478,0.0,0.0,0.83,0.15,0.0,0.5016,0.2723,0.2261,628.0,2016
1095,28147,MS,Walthall County,0.0228,0.1314,0.1327,0.1676,0.252,0.2869,0.0,0.0,0.0952,0.9048,0.1984,0.8016,0.0,0.0,0.3056,0.0,0.0,0.0,0.1997,0.4799,0.0349,0.6193,0.1836,0.071,0.0,0.0255,0.0,0.0362,0.0,0.03,0.88,0.08,0.0,0.4276,0.3231,0.2493,746.0,2016
1096,28149,MS,Warren County,0.0299,0.1196,0.1885,0.1794,0.1971,0.2776,0.0079,0.0,0.086,0.914,0.2874,0.7126,0.0,0.036,0.2837,0.0116,0.0,0.0,0.2081,0.4558,0.0415,0.5961,0.1666,0.0915,0.0348,0.0342,0.0067,0.0287,0.0,0.03,0.78,0.17,0.02,0.5192,0.2422,0.2386,1639.0,2016
1097,28151,MS,Washington County,0.016,0.1395,0.1386,0.1569,0.2226,0.318,0.0085,0.0,0.086,0.914,0.2889,0.7111,0.0,0.0282,0.3823,0.0052,0.0,0.0,0.0925,0.488,0.0474,0.6383,0.1686,0.0625,0.0272,0.0,0.0,0.0277,0.0,0.02,0.77,0.18,0.03,0.5331,0.2057,0.2612,2129.0,2016
1098,28153,MS,Wayne County,0.0368,0.1362,0.1484,0.1674,0.2087,0.2969,0.0,0.0,0.0603,0.9397,0.1585,0.8415,0.0,0.0134,0.1741,0.0,0.0,0.0,0.26,0.5513,0.0,0.6685,0.1674,0.0759,0.0246,0.0145,0.0,0.0335,0.0,0.02,0.91,0.06,0.0,0.4676,0.3025,0.2299,896.0,2016
1099,28155,MS,Webster County,0.0,0.0913,0.1111,0.1349,0.2738,0.3452,0.0,0.0,0.0873,0.9127,0.2421,0.7579,0.0,0.0,0.0873,0.0,0.0,0.0,0.3929,0.4881,0.0437,0.4722,0.2024,0.1032,0.0,0.0,0.0,0.0556,0.0,0.0,0.82,0.14,0.0,0.4841,0.3135,0.2024,252.0,2016
1100,28157,MS,Wilkinson County,0.0302,0.1071,0.1044,0.1374,0.2335,0.3764,0.0,0.0,0.0962,0.9038,0.2692,0.7308,0.0,0.0,0.4725,0.0,0.0,0.0,0.1484,0.3764,0.0,0.5852,0.1456,0.0852,0.0495,0.044,0.0,0.0385,0.0,0.05,0.81,0.1,0.04,0.4231,0.2967,0.2802,364.0,2016
1101,28159,MS,Winston County,0.0259,0.1468,0.1209,0.1597,0.2187,0.3223,0.0,0.0,0.0734,0.9266,0.1942,0.8058,0.0,0.0173,0.1971,0.0,0.0,0.0,0.2273,0.554,0.0,0.6302,0.1626,0.0993,0.0259,0.0345,0.0,0.0201,0.0,0.03,0.87,0.08,0.02,0.3827,0.2633,0.354,695.0,2016
1102,28161,MS,Yalobusha County,0.0358,0.0912,0.1694,0.1824,0.1596,0.355,0.0,0.0,0.0912,0.9088,0.2704,0.7296,0.0,0.0,0.2541,0.0,0.0,0.0,0.3648,0.3713,0.0684,0.4886,0.2117,0.1466,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.17,0.04,0.5277,0.3029,0.1694,307.0,2016
1103,28163,MS,Yazoo County,0.0145,0.1526,0.1487,0.1566,0.2553,0.2697,0.0,0.0,0.1066,0.8934,0.2697,0.7303,0.0,0.0316,0.4013,0.0,0.0,0.0,0.1382,0.4171,0.0408,0.6289,0.1868,0.0553,0.0355,0.0,0.0,0.0316,0.0,0.02,0.8,0.18,0.0,0.5526,0.2158,0.2316,760.0,2016
1104,30001,MT,Beaverhead County,0.0577,0.1136,0.1556,0.1329,0.208,0.3322,0.0,0.0,0.1503,0.8497,0.5122,0.4878,0.0,0.0,0.0,0.028,0.0,0.0,0.6748,0.2657,0.0,0.2395,0.2675,0.1556,0.1294,0.0962,0.0,0.0699,0.0,0.05,0.61,0.32,0.02,0.3269,0.3969,0.2762,572.0,2016
1105,30003,MT,Big Horn County,0.1132,0.1158,0.1395,0.1263,0.2211,0.2763,0.0,0.0,0.1553,0.8447,0.5158,0.4842,0.3211,0.0,0.0,0.0316,0.0,0.0,0.4632,0.1526,0.0,0.2316,0.2316,0.1368,0.1342,0.1474,0.0,0.0816,0.0,0.0,0.41,0.54,0.0,0.3263,0.3053,0.3684,380.0,2016
1106,30005,MT,Blaine County,0.0514,0.1114,0.1343,0.1771,0.1743,0.3486,0.0,0.0,0.0971,0.9029,0.3371,0.6629,0.0686,0.0,0.0,0.0,0.0,0.0,0.48,0.4343,0.0,0.3914,0.2257,0.1571,0.0486,0.1,0.0,0.0314,0.0,0.0,0.64,0.3,0.0,0.2514,0.2657,0.4829,350.0,2016
1107,30007,MT,Broadwater County,0.0586,0.0696,0.0989,0.1795,0.1832,0.4103,0.0,0.0,0.1502,0.8498,0.5971,0.4029,0.0,0.0,0.0,0.0,0.0,0.0,0.7143,0.2381,0.0,0.1575,0.2198,0.2125,0.1062,0.1905,0.0,0.0623,0.0,0.0,0.57,0.38,0.0,0.3736,0.3773,0.2491,273.0,2016
1108,30009,MT,Carbon County,0.0657,0.0981,0.1164,0.1573,0.2091,0.3502,0.0,0.0,0.1595,0.8405,0.5528,0.4472,0.0,0.0,0.0,0.0,0.0,0.0,0.7996,0.1713,0.0183,0.1843,0.2489,0.1649,0.1185,0.1573,0.0259,0.0819,0.0,0.0,0.59,0.34,0.0,0.2963,0.4483,0.2554,928.0,2016
1109,30011,MT,Carter County,0.0,0.0,0.1915,0.0,0.2447,0.2979,0.0,0.0,0.2766,0.7234,0.7128,0.2872,0.0,0.0,0.0,0.0,0.0,0.0,0.8191,0.1702,0.0,0.0,0.1915,0.1277,0.1596,0.2128,0.0,0.1596,0.0,0.0,0.43,0.4,0.0,0.4149,0.3511,0.234,94.0,2016
1110,30013,MT,Cascade County,0.0538,0.1023,0.1606,0.1422,0.2066,0.3261,0.0084,0.0,0.1619,0.8381,0.5071,0.4929,0.022,0.0178,0.0,0.0136,0.0,0.0146,0.6949,0.2328,0.0249,0.2247,0.2494,0.1733,0.1072,0.1176,0.0308,0.0722,0.0,0.06,0.58,0.35,0.01,0.3598,0.396,0.2442,3088.0,2016
1111,30015,MT,Chouteau County,0.05,0.1028,0.1389,0.1556,0.175,0.3778,0.0,0.0,0.1667,0.8333,0.4694,0.5306,0.0,0.0,0.0,0.0,0.0,0.0,0.6611,0.3167,0.0,0.2083,0.3,0.1917,0.1028,0.0639,0.0,0.0806,0.0,0.0,0.61,0.32,0.0,0.3528,0.3917,0.2556,360.0,2016
1112,30017,MT,Custer County,0.1138,0.1077,0.1565,0.1423,0.2053,0.2744,0.0,0.0,0.1768,0.8232,0.5183,0.4817,0.0,0.0285,0.0,0.0,0.0,0.0,0.7439,0.1728,0.0,0.1829,0.3191,0.124,0.1016,0.1321,0.0,0.0894,0.0,0.0,0.57,0.38,0.0,0.3801,0.3374,0.2825,492.0,2016
1113,30019,MT,Daniels County,0.1308,0.1028,0.1028,0.1869,0.1776,0.2991,0.0,0.0,0.1215,0.8785,0.5607,0.4393,0.0,0.0,0.0,0.0,0.0,0.0,0.8131,0.1495,0.0,0.2243,0.2056,0.1215,0.1215,0.1308,0.0,0.1215,0.0,0.0,0.5,0.34,0.0,0.3925,0.4112,0.1963,107.0,2016
1114,30021,MT,Dawson County,0.0874,0.074,0.157,0.1637,0.1502,0.3655,0.0,0.0,0.1143,0.8857,0.5359,0.4641,0.0,0.0,0.0,0.0,0.0,0.0,0.704,0.2623,0.0,0.2063,0.2556,0.148,0.1525,0.1906,0.0,0.0247,0.0,0.0,0.6,0.33,0.0,0.3453,0.4709,0.1839,446.0,2016
1115,30023,MT,Deer Lodge County,0.044,0.085,0.1114,0.1026,0.2082,0.4428,0.0,0.0,0.1818,0.8182,0.5601,0.4399,0.0,0.0,0.0,0.0,0.0,0.0,0.7683,0.2053,0.0,0.2258,0.2287,0.1202,0.1144,0.1613,0.0,0.0909,0.0,0.0,0.6,0.31,0.0,0.2903,0.4311,0.2786,341.0,2016
1116,30025,MT,Fallon County,0.1304,0.0,0.1652,0.2,0.1478,0.287,0.0,0.0,0.1739,0.8261,0.4087,0.5913,0.0,0.0,0.0,0.0,0.0,0.0,0.8087,0.1652,0.0,0.1565,0.3043,0.113,0.1043,0.113,0.0,0.0957,0.0,0.0,0.61,0.27,0.0,0.3565,0.2522,0.3913,115.0,2016
1117,30027,MT,Fergus County,0.0813,0.0937,0.1474,0.1736,0.1708,0.3278,0.0,0.0,0.197,0.803,0.562,0.438,0.0,0.0,0.0,0.0165,0.0,0.0,0.8306,0.1309,0.0165,0.2011,0.2438,0.1474,0.0909,0.1584,0.0523,0.0895,0.0,0.0,0.55,0.38,0.0,0.2893,0.4366,0.2741,726.0,2016
1118,30029,MT,Flathead County,0.0747,0.0824,0.1668,0.1564,0.1928,0.3248,0.002,0.0,0.1518,0.8482,0.5638,0.4362,0.0047,0.0114,0.0,0.0156,0.0,0.008,0.7122,0.2466,0.0179,0.1988,0.2453,0.1652,0.1304,0.1474,0.0272,0.0679,0.0,0.04,0.54,0.4,0.01,0.3204,0.4508,0.2288,6866.0,2016
1119,30031,MT,Gallatin County,0.1003,0.0943,0.2742,0.1913,0.1462,0.1923,0.0,0.0,0.2104,0.7896,0.5921,0.4079,0.0027,0.0105,0.0,0.0206,0.0,0.0159,0.7115,0.237,0.017,0.1567,0.2441,0.1793,0.1309,0.1274,0.04,0.1046,0.0,0.06,0.52,0.4,0.02,0.3411,0.4266,0.2323,8493.0,2016
1120,30033,MT,Garfield County,0.1124,0.0947,0.213,0.1479,0.1657,0.2663,0.0,0.0,0.142,0.858,0.503,0.497,0.0,0.0,0.0,0.0,0.0,0.0,0.8284,0.1657,0.0,0.2663,0.2722,0.0888,0.2189,0.1065,0.0,0.0,0.0,0.07,0.64,0.29,0.0,0.3432,0.355,0.3018,169.0,2016
1121,30035,MT,Glacier County,0.0775,0.0936,0.1925,0.1765,0.1952,0.262,0.0,0.0,0.1337,0.8663,0.3048,0.6952,0.139,0.0,0.0,0.0,0.0,0.0,0.5455,0.2834,0.0,0.3797,0.2139,0.1364,0.0535,0.0989,0.0,0.0749,0.0,0.0,0.63,0.31,0.0,0.4947,0.2914,0.2139,374.0,2016
1122,30039,MT,Granite County,0.0654,0.0556,0.1176,0.1438,0.1895,0.4216,0.0,0.0,0.1699,0.8301,0.5523,0.4477,0.0,0.0,0.0,0.0,0.0,0.0,0.683,0.2974,0.0,0.2353,0.2941,0.1144,0.1275,0.1111,0.0,0.1013,0.0,0.0,0.55,0.42,0.0,0.3105,0.4379,0.2516,306.0,2016
1123,30041,MT,Hill County,0.0585,0.111,0.172,0.1427,0.2024,0.311,0.0,0.0,0.1183,0.8817,0.3817,0.6183,0.072,0.0,0.0,0.0,0.0,0.0,0.5134,0.3878,0.0,0.3476,0.2463,0.1207,0.0915,0.1037,0.0,0.0646,0.0,0.0,0.64,0.3,0.0,0.3817,0.2976,0.3207,820.0,2016
1124,30043,MT,Jefferson County,0.0942,0.0593,0.1483,0.1326,0.1832,0.3752,0.0,0.0,0.1588,0.8412,0.5375,0.4625,0.0,0.0,0.0,0.0,0.0,0.0209,0.7243,0.2251,0.0,0.1798,0.267,0.1309,0.1065,0.199,0.0,0.0733,0.0,0.0,0.54,0.41,0.0,0.3682,0.4136,0.2182,573.0,2016
1125,30045,MT,Judith Basin County,0.1176,0.0749,0.1283,0.139,0.1925,0.3422,0.0,0.0,0.2032,0.7968,0.631,0.369,0.0,0.0,0.0,0.0,0.0,0.0,0.8128,0.1818,0.0,0.0588,0.2193,0.1818,0.1765,0.1658,0.0,0.1176,0.0,0.0,0.47,0.44,0.0,0.385,0.4439,0.1711,187.0,2016
1126,30047,MT,Lake County,0.0513,0.0704,0.1336,0.1217,0.2059,0.4158,0.0,0.0,0.1737,0.8263,0.5138,0.4862,0.0276,0.0,0.0,0.0118,0.0,0.0263,0.7184,0.2072,0.0237,0.2382,0.25,0.1704,0.1112,0.1086,0.0276,0.0704,0.0,0.0,0.6,0.34,0.0,0.2691,0.4487,0.2822,1520.0,2016
1127,30049,MT,Lewis and Clark County,0.0763,0.0833,0.1925,0.1563,0.1658,0.3232,0.0,0.0,0.1903,0.8097,0.5427,0.4573,0.0197,0.0113,0.0,0.0183,0.0,0.011,0.7568,0.1779,0.0208,0.198,0.2458,0.157,0.1088,0.141,0.0354,0.0931,0.0,0.06,0.58,0.35,0.01,0.343,0.3798,0.2772,2738.0,2016
1128,30051,MT,Liberty County,0.0,0.1111,0.1786,0.1706,0.2063,0.3016,0.0,0.0,0.1706,0.8294,0.3532,0.6468,0.0,0.0,0.0,0.0,0.0,0.0,0.4405,0.5516,0.0,0.5198,0.1468,0.0714,0.119,0.0635,0.0,0.0,0.0,0.0,0.77,0.19,0.0,0.3611,0.2817,0.3571,252.0,2016
1129,30053,MT,Lincoln County,0.0371,0.0654,0.119,0.1346,0.2127,0.4293,0.0,0.0,0.1141,0.8859,0.4966,0.5034,0.0,0.0,0.0,0.0176,0.0,0.0,0.6868,0.2751,0.0156,0.2771,0.2615,0.1502,0.1015,0.1044,0.0263,0.0634,0.0,0.0,0.6,0.35,0.0,0.2732,0.3883,0.3385,1025.0,2016
1130,30055,MT,McCone County,0.1842,0.114,0.1316,0.1579,0.1404,0.2719,0.0,0.0,0.1491,0.8509,0.4561,0.5439,0.0,0.0,0.0,0.0,0.0,0.0,0.6579,0.3158,0.0,0.1579,0.2368,0.193,0.1316,0.0,0.0,0.1053,0.0,0.0,0.61,0.37,0.0,0.2807,0.4474,0.2719,114.0,2016
1131,30057,MT,Madison County,0.0716,0.0901,0.1111,0.1543,0.2037,0.3667,0.0,0.0,0.137,0.863,0.5679,0.4321,0.0,0.0,0.0,0.0185,0.0,0.0,0.7765,0.1877,0.0,0.2062,0.2346,0.1654,0.1346,0.1593,0.0,0.079,0.0,0.0,0.57,0.37,0.0,0.3469,0.458,0.1951,810.0,2016
1132,30059,MT,Meagher County,0.0,0.0982,0.0,0.0982,0.2679,0.4196,0.0,0.0,0.1696,0.8304,0.6161,0.3839,0.0,0.0,0.0,0.0,0.0,0.0,0.7054,0.2857,0.0,0.1161,0.2679,0.125,0.1071,0.2143,0.0,0.0,0.0,0.0,0.48,0.46,0.0,0.4375,0.3482,0.2143,112.0,2016
1133,30061,MT,Mineral County,0.0,0.0664,0.115,0.0708,0.2743,0.4248,0.0,0.0,0.1327,0.8673,0.5044,0.4956,0.0,0.0,0.0,0.0,0.0,0.0,0.7655,0.208,0.0,0.2611,0.2611,0.1018,0.1239,0.1416,0.0,0.0708,0.0,0.0,0.67,0.3,0.0,0.2478,0.4381,0.3142,226.0,2016
1134,30063,MT,Missoula County,0.0786,0.0932,0.2632,0.1786,0.157,0.2272,0.0021,0.0,0.1913,0.8087,0.5799,0.4201,0.0092,0.0124,0.0,0.0202,0.0,0.0138,0.6992,0.2424,0.0233,0.2143,0.2466,0.1527,0.1155,0.126,0.0277,0.0938,0.0,0.05,0.52,0.42,0.01,0.3224,0.4398,0.2378,7680.0,2016
